date,channel,device,country,sessions,add_to_cart,checkout_start,purchases,cac_modeled
2026-02-04,Organic Search,Mobile,CA,379,30,20,13,1.89
2026-02-04,Organic Search,Desktop,US,1239,132,104,51,1.28
2026-02-04,Email,Mobile,UK,1431,173,120,76,1.94
2026-02-04,Email,Desktop,AU,804,64,40,25,1.91
2026-02-04,Direct,Mobile,DE,1076,101,78,42,1.88
2026-02-04,Direct,Desktop,CA,1114,96,60,40,0.48
2026-02-05,Paid Search,Mobile,DE,962,121,66,35,1.7
2026-02-05,Paid Search,Desktop,UK,976,93,57,28,0.58
2026-02-05,Paid Social,Mobile,CA,629,92,72,43,0.83
2026-02-05,Paid Social,Desktop,UK,770,82,49,30,1.77
2026-02-05,Organic Search,Mobile,AU,1561,168,121,56,0.37
2026-02-05,Organic Search,Desktop,US,1030,141,85,50,0.82
2026-02-05,Email,Mobile,AU,957,131,101,58,1.49
2026-02-05,Email,Desktop,US,699,65,43,20,1.09
2026-02-05,Direct,Mobile,DE,1645,241,157,77,0.68
2026-02-05,Direct,Desktop,DE,1069,141,89,58,1.41
2026-02-06,Paid Search,Mobile,AU,994,72,52,35,1.7
2026-02-06,Paid Search,Desktop,AU,706,105,73,37,0.97
2026-02-06,Paid Social,Mobile,AU,1396,196,125,60,1.69
2026-02-06,Paid Social,Desktop,CA,834,105,85,52,1.61
2026-02-06,Organic Search,Mobile,CA,1707,135,91,61,1.48
2026-02-06,Organic Search,Desktop,US,1036,80,51,34,0.53
2026-02-06,Email,Mobile,CA,1147,151,95,64,0.5
2026-02-06,Email,Desktop,US,899,99,73,37,1.36
2026-02-06,Direct,Mobile,DE,405,37,22,14,1.02
2026-02-06,Direct,Desktop,DE,1198,106,80,40,1.37
2026-02-07,Paid Search,Mobile,UK,831,114,76,35,1.49
2026-02-07,Paid Search,Desktop,AU,948,99,61,35,1.01
2026-02-07,Paid Social,Mobile,CA,1485,209,121,77,1.32
2026-02-07,Paid Social,Desktop,CA,870,65,36,17,0.8
2026-02-07,Organic Search,Mobile,DE,1818,272,177,105,1.1
2026-02-07,Organic Search,Desktop,AU,993,141,87,48,1.31
2026-02-07,Email,Mobile,UK,518,73,54,37,0.96
2026-02-07,Email,Desktop,UK,1422,142,80,44,1.26
2026-02-07,Direct,Mobile,DE,1270,90,52,27,1.33
2026-02-07,Direct,Desktop,UK,910,93,63,32,0.35
2026-02-08,Paid Search,Mobile,AU,974,80,44,24,1.25
2026-02-08,Paid Search,Desktop,US,685,61,43,26,1.89
2026-02-08,Paid Social,Mobile,DE,1148,126,82,50,0.71
2026-02-08,Paid Social,Desktop,UK,423,32,22,11,1.45
2026-02-08,Organic Search,Mobile,AU,1173,144,95,51,1.55
2026-02-08,Organic Search,Desktop,UK,1118,78,53,34,1.58
2026-02-08,Email,Mobile,DE,1191,132,106,60,1.06
2026-02-08,Email,Desktop,CA,1039,100,69,41,0.5
2026-02-08,Direct,Mobile,AU,1094,130,79,42,0.56
2026-02-08,Direct,Desktop,CA,747,79,44,31,0.75
2026-02-09,Paid Search,Mobile,AU,1159,107,63,44,1.85
2026-02-09,Paid Search,Desktop,UK,1268,150,107,54,0.95
2026-02-09,Paid Social,Mobile,DE,907,109,81,38,1.12
2026-02-09,Paid Social,Desktop,AU,655,81,45,22,1.59
2026-02-09,Organic Search,Mobile,UK,630,67,40,22,1.22
2026-02-09,Organic Search,Desktop,AU,398,48,27,13,0.69
2026-02-09,Email,Mobile,UK,974,101,66,46,1.7
2026-02-09,Email,Desktop,DE,1047,86,59,38,0.89
2026-02-09,Direct,Mobile,DE,1486,214,135,66,0.51
2026-02-09,Direct,Desktop,AU,1080,111,65,33,1.06
2026-02-10,Paid Search,Mobile,DE,1586,197,121,70,0.36
2026-02-10,Paid Search,Desktop,US,965,110,80,42,0.43
2026-02-10,Paid Social,Mobile,CA,778,72,53,36,1.37
2026-02-10,Paid Social,Desktop,AU,1178,84,52,37,0.82
2026-02-10,Organic Search,Mobile,AU,1121,151,108,60,0.38
2026-02-10,Organic Search,Desktop,CA,864,125,82,58,1.43
2026-02-10,Email,Mobile,UK,1845,204,156,83,1.36
2026-02-10,Email,Desktop,UK,786,112,69,35,0.94
2026-02-10,Direct,Mobile,CA,1201,151,112,67,0.79
2026-02-10,Direct,Desktop,UK,704,96,56,31,1.1
